epoch,tag,loss_name,voxel_size,focal_gamma,dice_smooth,mIoU_native,macroF1_native,mIoU_common,macroF1_common,wires_IoU_common,wires_recall_common,wires_precision_common,poles_IoU_common,poles_recall_common,poles_precision_common
30,ECLAIR_val,class_balanced,0.15,2.0,1.0,0.6266893148422241,0.7104637026786804,0.7009201049804688,0.7711880803108215,0.9718289971351624,0.9771985411643982,0.9943776726722717,0.7494257688522339,0.828438937664032,0.887102484703064
30,DALES_test,class_balanced,0.15,2.0,1.0,0.017223268747329712,0.033356230705976486,0.014977782964706421,0.02900918386876583,0.04300094023346901,0.1840994656085968,0.05312519893050194,0.008385633118450642,0.01099300105124712,0.034147631376981735
35,ECLAIR_val,class_balanced,0.15,2.0,1.0,0.6029784679412842,0.6903167366981506,0.6767157912254333,0.7537749409675598,0.9736837148666382,0.9828839302062988,0.9904780983924866,0.591991662979126,0.6283947825431824,0.9108657240867615
35,DALES_test,class_balanced,0.15,2.0,1.0,0.01844491809606552,0.03563418239355087,0.0171225406229496,0.03301180154085159,0.05008162930607796,0.1760999709367752,0.06540732085704803,0.0154052609577775,0.02416756935417652,0.04075789451599121
40,ECLAIR_val,class_balanced,0.15,2.0,1.0,0.6200008988380432,0.7086536884307861,0.6905954480171204,0.7689934968948364,0.9769025444984436,0.9880887866020203,0.9885439872741699,0.7052522301673889,0.7486200332641602,0.9240937829017639
40,DALES_test,class_balanced,0.15,2.0,1.0,0.01876426301896572,0.03634996339678764,0.01738726533949375,0.033670805394649506,0.0439169704914093,0.21734461188316345,0.05216687172651291,0.024991344660520554,0.04164724797010422,0.05881431698799133
45,ECLAIR_val,class_balanced,0.15,2.0,1.0,0.6091723442077637,0.6987370848655701,0.6627708077430725,0.7468777298927307,0.9740620851516724,0.9818229079246521,0.9919503331184387,0.6406329274177551,0.6972841620445251,0.8874526023864746
45,DALES_test,class_balanced,0.15,2.0,1.0,0.019730601459741592,0.03806481882929802,0.01871389150619507,0.03603940084576607,0.055613283067941666,0.21384939551353455,0.06990500539541245,0.019847027957439423,0.030049189925193787,0.055228449404239655
50,ECLAIR_val,class_balanced,0.15,2.0,1.0,0.6226558685302734,0.7087230086326599,0.689317524433136,0.7640343904495239,0.9765578508377075,0.9857265949249268,0.9905650615692139,0.6801644563674927,0.7306248545646667,0.9078189134597778
50,DALES_test,class_balanced,0.15,2.0,1.0,0.020219849422574043,0.03901566192507744,0.019075321033596992,0.03678985685110092,0.053338952362537384,0.22284172475337982,0.065528504550457,0.02032468654215336,0.032508715987205505,0.05143961310386658
55,ECLAIR_val,class_balanced,0.15,2.0,1.0,0.6207544803619385,0.7035472393035889,0.6900085210800171,0.7590399980545044,0.9782350063323975,0.9879286289215088,0.9900692105293274,0.7113624811172485,0.7637447714805603,0.9120633006095886
55,DALES_test,class_balanced,0.15,2.0,1.0,0.018244309350848198,0.03541555628180504,0.017361130565404892,0.03368034213781357,0.042339202016592026,0.22534140944480896,0.049551405012607574,0.021191056817770004,0.03360418230295181,0.05425489693880081
60,ECLAIR_val,class_balanced,0.15,2.0,1.0,0.6152082085609436,0.6990357637405396,0.6779937148094177,0.747877299785614,0.9755875468254089,0.9872079491615295,0.9880782961845398,0.7060961127281189,0.7723559141159058,0.8916645646095276
60,DALES_test,class_balanced,0.15,2.0,1.0,0.01846412755548954,0.0358208566904068,0.017191318795084953,0.03341364488005638,0.03603702038526535,0.2267075777053833,0.041087549179792404,0.025251954793930054,0.045609816908836365,0.053545255213975906
65,ECLAIR_val,class_balanced,0.15,2.0,1.0,0.6117773056030273,0.6955189108848572,0.6837335228919983,0.7513331174850464,0.9784078598022461,0.9878485798835754,0.9903267025947571,0.6991264820098877,0.7775447368621826,0.8739297389984131
65,DALES_test,class_balanced,0.15,2.0,1.0,0.017785878852009773,0.03453498333692551,0.016644032672047615,0.032353583723306656,0.03767061233520508,0.2171931117773056,0.04358875751495361,0.019757594913244247,0.03333043307065964,0.04627308249473572
70,ECLAIR_val,class_balanced,0.15,2.0,1.0,0.6656556129455566,0.7486239671707153,0.7756280899047852,0.8437564969062805,0.9774923920631409,0.9859067797660828,0.9913444519042969,0.703612208366394,0.754802405834198,0.9120864272117615
70,DALES_test,class_balanced,0.15,2.0,1.0,0.018569018691778183,0.03604169934988022,0.017148245126008987,0.03335577994585037,0.03141332417726517,0.21816430985927582,0.035398323088884354,0.02764051966369152,0.05404829978942871,0.0535423643887043
75,ECLAIR_val,class_balanced,0.15,2.0,1.0,0.6566617488861084,0.740972101688385,0.7656874656677246,0.8348821997642517,0.9783246517181396,0.9875883460044861,0.9905031323432922,0.6794540286064148,0.7254360914230347,0.9146714806556702
75,DALES_test,class_balanced,0.15,2.0,1.0,0.018018689006567,0.03501265123486519,0.016796136274933815,0.032687898725271225,0.0302413497120142,0.22451899945735931,0.03376856446266174,0.02738822251558304,0.05479607731103897,0.051914166659116745
80,ECLAIR_val,class_balanced,0.15,2.0,1.0,0.6505939960479736,0.7376799583435059,0.7631840109825134,0.8352635502815247,0.9764126539230347,0.984485387802124,0.9916718602180481,0.668721079826355,0.7187017202377319,0.9058021306991577
80,DALES_test,class_balanced,0.15,2.0,1.0,0.01805327832698822,0.03508041426539421,0.016336219385266304,0.03182439133524895,0.02849860116839409,0.22348828613758087,0.03163062036037445,0.025066759437322617,0.0479809045791626,0.049870721995830536
