epoch,tag,loss_name,voxel_size,focal_gamma,dice_smooth,mIoU_native,macroF1_native,mIoU_common,macroF1_common,wires_IoU_common,wires_recall_common,wires_precision_common,poles_IoU_common,poles_recall_common,poles_precision_common
5,ECLAIR_val,lovasz,0.15,2.0,1.0,0.3386489748954773,0.3817005157470703,0.3517140746116638,0.40914544463157654,0.2057269811630249,0.982323408126831,0.2064914107322693,0.008391298353672028,0.1297195851802826,0.008891882374882698
5,DALES_test,lovasz,0.15,2.0,1.0,0.011156341060996056,0.021889377385377884,0.011390948668122292,0.022377895191311836,0.00015984138008207083,0.004707180894911289,0.00016543251695111394,0.003037777729332447,0.007815644145011902,0.004944632761180401
10,ECLAIR_val,lovasz,0.15,2.0,1.0,0.3687902092933655,0.4082469940185547,0.3964868485927582,0.4565744400024414,0.2982523739337921,0.9924729466438293,0.29892852902412415,0.014099325984716415,0.30624860525131226,0.014564508572220802
10,DALES_test,lovasz,0.15,2.0,1.0,0.008694490417838097,0.017124323174357414,0.008745716884732246,0.017210956662893295,6.376305827870965e-05,0.0014256807044148445,6.674389442196116e-05,0.001954804640263319,0.0031132486183196306,0.005225966218858957
15,ECLAIR_val,lovasz,0.15,2.0,1.0,0.4003927409648895,0.44010433554649353,0.4135957658290863,0.4701516628265381,0.2640403211116791,0.9943546652793884,0.2644367218017578,0.018932223320007324,0.22631926834583282,0.020242314785718918
15,DALES_test,lovasz,0.15,2.0,1.0,0.011430840007960796,0.02217262238264084,0.011097160167992115,0.02144751511514187,2.635248347360175e-05,0.00043284421553835273,2.806010343192611e-05,0.0016748494235798717,0.003328972030431032,0.00335936201736331
20,ECLAIR_val,lovasz,0.15,2.0,1.0,0.4032478630542755,0.44696664810180664,0.4272509515285492,0.4890561103820801,0.27174946665763855,0.9883090257644653,0.2726258635520935,0.03688506782054901,0.3731507956981659,0.03932153061032295
20,DALES_test,lovasz,0.15,2.0,1.0,0.013262482360005379,0.025732334703207016,0.013497230596840382,0.026123100891709328,0.00011717850429704413,0.004934424068778753,0.00012001443974440917,0.0038222596049308777,0.009284060448408127,0.006455200258642435
25,ECLAIR_val,lovasz,0.15,2.0,1.0,0.39835453033447266,0.44010743498802185,0.4361356794834137,0.5010379552841187,0.38763898611068726,0.9847456812858582,0.3899807333946228,0.07296865433454514,0.33252373337745667,0.08549046516418457
25,DALES_test,lovasz,0.15,2.0,1.0,0.016295328736305237,0.031023506075143814,0.016932088881731033,0.03212453052401543,3.3254593290621415e-05,0.00048694974975660443,3.569078762666322e-05,0.007095787208527327,0.015866665169596672,0.012673713266849518
30,ECLAIR_val,lovasz,0.15,2.0,1.0,0.4055892825126648,0.44103217124938965,0.43776923418045044,0.49693188071250916,0.33056312799453735,0.9921526312828064,0.33142969012260437,0.06134364381432533,0.5219695568084717,0.06499505043029785
30,DALES_test,lovasz,0.15,2.0,1.0,0.018865352496504784,0.03561154007911682,0.01811036840081215,0.03391963243484497,7.719256245763972e-05,0.0009495519916526973,8.401605009566993e-05,0.008676794357597828,0.03471555560827255,0.011435837484896183
35,ECLAIR_val,lovasz,0.15,2.0,1.0,0.4163581132888794,0.4550341069698334,0.4744930565357208,0.5400499701499939,0.47157400846481323,0.9903309345245361,0.47375527024269104,0.13384263217449188,0.49127843976020813,0.1553770899772644
35,DALES_test,lovasz,0.15,2.0,1.0,0.009422737173736095,0.018538901582360268,0.008890276774764061,0.017466211691498756,7.627905870322138e-05,0.000681729638017714,8.588187483837828e-05,0.00721978722140193,0.03114980086684227,0.00931052677333355
40,ECLAIR_val,lovasz,0.15,2.0,1.0,0.4171956181526184,0.45639732480049133,0.45591098070144653,0.5172397494316101,0.3899986743927002,0.9931135177612305,0.39105620980262756,0.07578649371862411,0.5436078310012817,0.0809362605214119
40,DALES_test,lovasz,0.15,2.0,1.0,0.012613569386303425,0.024479422718286514,0.012264526449143887,0.023741785436868668,6.600426422664896e-05,0.0006411505164578557,7.35735593480058e-05,0.008212490007281303,0.029017368331551552,0.011324563063681126
45,ECLAIR_val,lovasz,0.15,2.0,1.0,0.4248935282230377,0.4659839868545532,0.5204229950904846,0.586237907409668,0.6589520573616028,0.9889096021652222,0.6638579964637756,0.22167763113975525,0.5692206025123596,0.26636359095573425
45,DALES_test,lovasz,0.15,2.0,1.0,0.009906481020152569,0.01948128640651703,0.008772986009716988,0.01723477616906166,3.3955984690692276e-05,0.00027052764198742807,3.882830060319975e-05,0.005099457688629627,0.012976626865565777,0.00833071954548359
50,ECLAIR_val,lovasz,0.15,2.0,1.0,0.42475149035453796,0.4652092158794403,0.5084406137466431,0.5760923624038696,0.6044304370880127,0.9842852354049683,0.6103201508522034,0.1927480846643448,0.6467211246490479,0.21543100476264954
50,DALES_test,lovasz,0.15,2.0,1.0,0.012239760719239712,0.02384372428059578,0.011249330826103687,0.021859169006347656,6.162702629808336e-05,0.0004139072843827307,7.24026613170281e-05,0.004874910693615675,0.017773548141121864,0.006672513205558062
55,ECLAIR_val,lovasz,0.15,2.0,1.0,0.4253150224685669,0.46646514534950256,0.48071303963661194,0.5468975901603699,0.48083436489105225,0.9861469864845276,0.4841042757034302,0.1298981010913849,0.6657098531723022,0.1389625072479248
55,DALES_test,lovasz,0.15,2.0,1.0,0.016083158552646637,0.030891789123415947,0.015150968916714191,0.02897528186440468,3.81706231564749e-05,0.0003949703532271087,4.225235170451924e-05,0.004828944802284241,0.019490910694003105,0.006378420628607273
60,ECLAIR_val,lovasz,0.15,2.0,1.0,0.43167218565940857,0.47589048743247986,0.5041682124137878,0.5728849172592163,0.5694454312324524,0.9837647676467896,0.5748476386070251,0.17699585855007172,0.6236476302146912,0.19816185534000397
60,DALES_test,lovasz,0.15,2.0,1.0,0.012607096694409847,0.02460423670709133,0.012077534571290016,0.02354373037815094,5.066251469543204e-05,0.0003056962159462273,6.0722948546754196e-05,0.005663473624736071,0.024174589663743973,0.007341910153627396
